인문학,일본어/사회문화,일본 신조어의 생성 방식과 사회 변화,"최근 일본 신조어를 조사하여 생성 원리를 분석한다. 사회 변화와 언어 변화의 관계를 탐구한다.",일본어;신조어;사회변화;언어
인문학,중국어/경제,중국 기업 브랜드명의 언어 전략 분석,"중국 기업의 브랜드 이름을 조사하여 의미와 발음 전략을 분석한다. 브랜드 언어가 소비자 인식에 미치는 영향을 탐구한다.",중국어;브랜드;마케팅;언어
인문학,한문/수학,천간지지의 순환 구조와 수학적 규칙성,"천간과 지지의 조합 구조를 수학적 순열과 최소공배수 개념으로 분석한다. 전통 달력 체계의 규칙성을 탐구한다.",천간지지;순열;달력;수학
인문학,한문/정보,고전 한문 자동 번역의 한계 분석,"한문 번역 AI의 결과와 사람이 번역한 내용을 비교하여 오류 사례를 조사한다. 자연어처리 기술이 고전 문헌에 적용될 때의 한계를 분석한다.",한문;AI번역;자연어처리;고전
category,subject,topic,description,keywords
인문학,국어/인공지능,생성형 AI는 한국어 높임법을 얼마나 정확하게 이해하는가,"동일한 상황에서 생성형 AI가 작성한 문장을 높임법 기준으로 분석하고 사람이 수정한 결과와 비교한다. 높임 표현의 오류 유형을 분류하여 자연어처리 모델의 한계를 탐구한다.",생성형AI;높임법;자연어처리;언어분석
인문학,국어/심리학,문장 길이는 독자의 이해도에 어떤 영향을 미치는가,"길이가 다른 문장을 제작하여 학생들의 이해도와 읽기 시간을 측정한다. 인지 부하 이론을 바탕으로 효율적인 문장 구조를 분석한다.",인지부하;독해;문장구조;심리학
인문학,국어/통계,신문 사설의 어휘 다양성 비교 분석,"여러 언론사의 사설을 형태소 단위로 분석하여 어휘 다양성과 반복률을 비교한다. 통계 지표를 활용하여 문체의 특징을 정량적으로 탐구한다.",형태소;어휘다양성;통계;신문
인문학,국어/환경,환경 캠페인 문구는 어떤 표현이 가장 효과적인가,"환경 보호 문구를 다양한 방식으로 제작한 뒤 설문조사를 통해 설득력을 비교한다. 언어 표현과 행동 변화의 관계를 분석한다.",환경;설득;캠페인;언어
인문학,독서/생명과학,뇌과학 관련 교양서와 논문의 설명 방식 비교,"동일한 뇌과학 주제를 다룬 교양서와 학술 논문의 표현 방식을 비교한다. 과학적 정확성과 독자의 이해도 사이의 균형을 분석한다.",뇌과학;독서;논문;과학커뮤니케이션
인문학,독서/수학,수학 교양서에서 비유 표현은 개념 이해를 돕는가,"수학 교양서에서 사용된 비유 표현을 조사하고 실제 학생들의 이해도를 비교한다. 추상적 개념 전달에서 비유의 효과를 탐구한다.",비유;수학교양;이해도;독서
인문학,독서/물리학,SF 소설 속 물리 법칙은 얼마나 현실적인가,"SF 소설에 등장하는 과학 기술을 물리학 법칙과 비교하여 실현 가능성을 분석한다. 허구와 실제 과학의 차이를 탐구한다.",SF;물리학;독서;과학
인문학,화법과작문/심리학,발표자의 말하기 속도와 전달력의 관계,"같은 발표 내용을 서로 다른 말하기 속도로 녹음하여 청자의 이해도와 집중도를 조사한다. 의사소통 과정의 심리적 요인을 분석한다.",발표;말하기;심리학;의사소통
인문학,화법과작문/정보,자막 생성 AI는 발표 내용을 얼마나 정확하게 기록하는가,"음성 인식 AI가 생성한 자막과 실제 발표 원고를 비교하여 오류를 분석한다. 음성 인식 기술과 자연어처리 기술의 원리를 함께 탐구한다.",음성인식;AI;자막;자연어처리
인문학,언어와매체/정보,유튜브 댓글의 감정 변화 분석,"특정 사회 이슈 영상의 댓글을 시간대별로 수집하여 긍정과 부정 비율을 비교한다. 감성 분석 알고리즘의 원리와 활용 가능성을 탐구한다.",감성분석;유튜브;댓글;데이터
인문학,언어와매체/사회문화,인터넷 은어는 세대 간 의사소통에 어떤 영향을 미치는가,"청소년과 성인의 온라인 표현을 비교하여 은어 사용 빈도와 이해도를 조사한다. 세대 간 언어문화 차이를 분석한다.",은어;세대차이;언어문화;소통
인문학,언어와매체/수학,문자 메시지의 정보량을 엔트로피로 분석하기,"문자 메시지 데이터를 이용하여 문자 빈도와 정보 엔트로피를 계산한다. 정보이론 관점에서 언어의 효율성을 탐구한다.",엔트로피;정보이론;문자;확률
인문학,고전읽기/경제,조선 시대 상업 관련 고전과 현대 경제 원리 비교,"고전 문헌에 나타난 상업 활동을 현대 시장경제 원리와 비교한다. 경제 개념의 변화와 지속성을 함께 탐구한다.",경제;고전;시장;조선
인문학,고전읽기/생명과학,동의보감의 질병 분류와 현대 의학 비교,"동의보감의 질병 분류 체계를 현대 의학의 질병 분류와 비교한다. 시대별 의학적 관점의 차이를 분석한다.",동의보감;의학;질병;역사
인문학,영어/정보,영어 문장의 난이도는 AI가 어떻게 계산하는가,"영어 독해 지문의 난이도 산출 방식을 조사하고 문장 길이와 어휘 수준이 미치는 영향을 분석한다. 자연어처리 기반 난이도 평가 원리를 탐구한다.",영어;난이도;AI;NLP
인문학,영어/통계,영어 소설 속 감정 단어의 빈도 변화 분석,"영어 소설을 장별로 분석하여 감정 어휘의 빈도 변화를 조사한다. 작품 전개의 흐름과 감정 표현의 관계를 통계적으로 분석한다.",감정어휘;영어소설;통계;텍스트분석
인문학,영어독해와작문/환경,환경 관련 TED 강연의 설득 전략 분석,"환경 문제를 다룬 TED 강연의 표현 방식과 논리 구조를 분석한다. 효과적인 영어 프레젠테이션 전략을 탐구한다.",TED;환경;영어발표;설득
인문학,영어/화학,화학 용어의 어원과 영어 표현 탐구,"주요 화학 용어의 어원을 조사하고 접두사와 접미사의 의미를 분석한다. 영어 어휘 학습과 과학 개념 이해의 연관성을 탐구한다.",화학;어원;영어어휘;과학
인문학,영어/지구과학,기후변화 관련 국제기구 영어 보고서 비교,"국제기구에서 발표한 기후변화 보고서의 핵심 표현과 데이터 제시 방식을 비교한다. 과학적 사실 전달 방식의 특징을 분석한다.",기후변화;보고서;영어;지구과학
인문학,영어/인공지능,영어 에세이 자동 채점 AI의 평가 기준 분석,"자동 채점 시스템이 평가하는 요소를 조사하고 교사의 평가와 비교한다. AI 기반 평가 시스템의 장점과 한계를 탐구한다.",자동채점;AI;에세이;영어
인문학,일본어/사회문화,일본 애니메이션 대사의 경어 표현 분석,"애니메이션 속 경어 표현을 실제 일본어 문법과 비교한다. 등장인물의 관계와 언어 사용의 연관성을 탐구한다.",일본어;경어;애니메이션;문화
인문학,일본어/역사,메이지 시대 언어 개혁이 현대 일본어에 미친 영향,"메이지 시대의 언어 정책을 조사하고 현대 일본어 표현과 비교한다. 사회 변화가 언어에 미친 영향을 분석한다.",메이지;언어정책;일본어;역사
인문학,중국어/경제,중국 전자상거래 광고 문구의 특징 분석,"중국 온라인 쇼핑몰의 광고 문구를 조사하여 소비자 심리를 자극하는 표현을 분석한다. 언어와 마케팅 전략의 관계를 탐구한다.",중국어;전자상거래;광고;마케팅
인문학,한문/철학,논어의 인재상과 현대 리더십 비교,"논어에서 제시하는 이상적인 인재상을 현대 리더십 이론과 비교한다. 시대를 초월하는 리더의 핵심 역량을 탐구한다.",논어;리더십;철학;인재
인문학,한문/정보,한문 문장의 품사 분석 자동화 가능성 탐구,"한문 문장을 형태 단위로 분석하고 규칙 기반 알고리즘을 설계하여 자동 분석 가능성을 탐구한다. 자연어처리 기술이 고전 문헌에 적용되는 원리를 이해한다.",한문;자연어처리;알고리즘;품사
category,subject,topic,description,keywords
사회과학,경제/정보,편의점 도시락 가격 변화와 물가상승률의 상관관계 분석,"최근 5년간 편의점 도시락 가격과 소비자물가지수를 수집하여 상관관계를 분석한다. 회귀분석을 통해 생활물가가 소비자 체감 물가에 미치는 영향을 탐구한다.",물가상승률;회귀분석;소비자물가지수;경제
사회과학,경제/수학,복리 효과와 장기 투자 전략의 수학적 분석,"단리와 복리의 성장 과정을 지수함수로 모델링하여 장기 투자 수익률을 비교한다. 투자 기간과 수익률 변화가 자산 형성에 미치는 영향을 분석한다.",복리;지수함수;투자;금융
사회과학,경제/정보,생성형 AI는 주식 시장 뉴스를 얼마나 정확하게 요약하는가,"생성형 AI가 요약한 경제 뉴스와 원문을 비교하여 핵심 정보 보존율과 오류 유형을 분석한다. 자연어처리 기술의 활용성과 한계를 함께 탐구한다.",생성형AI;경제뉴스;자연어처리;요약
사회과학,경제/통계,최저임금 인상과 청소년 아르바이트 구인 공고 변화 분석,"구인 사이트의 공개 데이터를 수집하여 최저임금 변화 전후의 채용 공고 수를 비교한다. 기술통계를 활용하여 노동시장 변화를 분석한다.",최저임금;노동시장;통계;구인공고
사회과학,경제/사회문화,구독경제 서비스 이용 패턴 분석,"학생들을 대상으로 구독 서비스 이용 실태를 조사하고 소비 패턴을 분석한다. 구독경제가 소비 방식 변화에 미치는 영향을 탐구한다.",구독경제;소비패턴;설문조사;경제
사회과학,통합사회/정보,GIS 데이터를 활용한 우리 지역 생활 인프라 분석,"공공데이터와 GIS를 활용하여 병원과 학교 및 공원 분포를 시각화한다. 공간 데이터 분석을 통해 지역 간 생활 인프라 격차를 탐구한다.",GIS;공공데이터;생활인프라;공간분석
사회과학,통합사회/환경,폭염 취약지역과 도시 열섬 현상 분석,"기온 자료와 토지 이용 자료를 활용하여 폭염 취약지역을 분석한다. 도시 열섬 현상이 시민 생활에 미치는 영향을 함께 탐구한다.",폭염;도시열섬;기후;GIS
사회과학,통합사회/경제,지역별 청년 인구 이동과 일자리의 관계,"통계청 자료를 활용하여 청년 인구 이동과 고용률의 관계를 분석한다. 지역 경제 활성화와 인구 구조 변화를 함께 탐구한다.",청년인구;고용률;지역경제;통계
사회과학,정치와법/정보,AI 판례 검색 시스템은 어떻게 작동하는가,"AI 기반 판례 검색 서비스의 원리를 조사하고 키워드 검색과 의미 기반 검색의 차이를 분석한다. 자연어처리 기술이 법률 분야에서 활용되는 방식을 탐구한다.",AI;판례검색;법률;자연어처리
사회과학,정치와법/사회문화,온라인 청원 데이터로 살펴본 사회적 관심사 변화,"국민청원과 공공 참여 플랫폼의 데이터를 분석하여 시기별 주요 관심 주제를 비교한다. 사회 문제의 변화 양상을 데이터 기반으로 탐구한다.",온라인청원;데이터분석;사회문제;참여
사회과학,정치와법/수학,선거구 획정과 게리맨더링의 수학적 원리,"가상의 선거구를 설계하여 득표율과 의석률의 차이를 계산한다. 선거제도의 공정성을 수학적으로 분석한다.",게리맨더링;선거;확률;공정성
사회과학,정치와법/정보,SNS 추천 알고리즘이 정치 정보 소비에 미치는 영향,"추천 알고리즘의 동작 원리를 조사하고 필터 버블 현상을 사례 중심으로 분석한다. 정보 편향이 민주주의에 미치는 영향을 탐구한다.",추천알고리즘;필터버블;민주주의;SNS
사회과학,사회문화/통계,스마트폰 사용 시간과 학업 성취도의 관계 분석,"학생 설문조사를 실시하여 스마트폰 사용 시간과 학업 성취도의 상관관계를 분석한다. 상관계수를 활용하여 두 변수의 관계를 해석한다.",상관분석;스마트폰;학업성취;통계
사회과학,사회문화/정보,텍스트 마이닝으로 분석한 청소년 고민 변화,"온라인 고민 게시판의 공개 데이터를 분석하여 주요 고민 키워드의 변화를 조사한다. 텍스트 마이닝을 통해 사회적 변화를 탐구한다.",텍스트마이닝;청소년;키워드;데이터
사회과학,사회문화/생명과학,수면 시간과 스트레스 수준의 관계 분석,"학생들의 수면 시간과 스트레스 수준을 조사하여 통계적으로 분석한다. 생리학적 원인과 사회문화적 요인을 함께 탐구한다.",수면;스트레스;설문;통계
사회과학,한국지리/정보,공공자전거 이용 데이터로 분석한 도시 이동 패턴,"공공자전거 이용 데이터를 수집하여 시간대별 이동 특성을 분석한다. 데이터 시각화를 통해 도시 교통의 특징을 탐구한다.",공공자전거;교통;데이터시각화;도시
사회과학,한국지리/환경,미세먼지 농도와 녹지 비율의 관계 분석,"지역별 미세먼지 농도와 녹지 면적 데이터를 비교하여 상관관계를 분석한다. 도시 녹지가 환경 개선에 미치는 영향을 탐구한다.",미세먼지;녹지;환경;상관분석
사회과학,세계지리/정보,야간 위성사진으로 분석하는 국가 경제 수준,"야간 조도 위성자료와 GDP 데이터를 비교하여 국가 경제 수준과의 관계를 분석한다. 원격탐사 기술의 활용 사례를 탐구한다.",위성영상;GDP;원격탐사;경제
사회과학,세계지리/기후변화,해수면 상승이 세계 해안도시에 미치는 영향,"기후변화 예측 자료를 활용하여 주요 해안도시의 침수 위험을 분석한다. GIS를 이용한 공간 분석 기법을 함께 탐구한다.",해수면상승;기후변화;GIS;해안도시
사회과학,한국사/경제,조선 시대 화폐 제도와 현대 금융 시스템 비교,"조선 시대 화폐 제도를 조사하고 현대 금융 시스템과 비교하여 경제 구조의 차이를 분석한다. 화폐의 기능 변화도 함께 탐구한다.",조선경제;화폐;금융;역사
사회과학,세계사/경제,산업혁명이 국가 경제 성장에 미친 영향 분석,"산업혁명 전후의 생산량과 인구 증가 자료를 조사하여 경제 성장 과정을 분석한다. 기술 혁신과 경제 발전의 관계를 탐구한다.",산업혁명;경제성장;기술혁신;세계사
사회과학,생활과윤리/정보,AI 알고리즘의 공정성은 어떻게 평가할 수 있는가,"추천 알고리즘 사례를 조사하여 알고리즘 편향이 발생하는 원인을 분석한다. 공정성과 데이터 편향 문제를 윤리적 관점에서 탐구한다.",AI윤리;알고리즘;편향;데이터
사회과학,윤리와사상/생명과학,유전자 편집 기술의 윤리적 쟁점 분석,"CRISPR 기술의 원리를 조사하고 생명윤리 원칙을 바탕으로 장점과 한계를 분석한다. 기술 발전과 인간 존엄성의 균형을 탐구한다.",CRISPR;생명윤리;유전자;과학기술
사회과학,경제/정보,전자상거래 추천 시스템이 소비 행동에 미치는 영향,"온라인 쇼핑몰의 추천 알고리즘을 조사하고 추천 상품 노출이 구매 결정에 미치는 영향을 분석한다. 협업 필터링의 기본 원리도 함께 탐구한다.",전자상거래;추천시스템;협업필터링;소비
사회과학,통합사회/수학,로렌츠 곡선과 지니계수를 활용한 소득 불평등 분석,"국가별 소득 데이터를 활용하여 로렌츠 곡선과 지니계수를 계산한다. 수학적 지표를 이용하여 소득 분배 수준을 비교 분석한다.",지니계수;로렌츠곡선;소득불평등;통계
category,subject,topic,description,keywords
사회과학,경제/정보,카드 소비 데이터로 분석한 지역 상권 활성화,"공공 소비 데이터를 활용하여 업종별 카드 사용액과 방문객 수의 관계를 분석한다. 데이터 시각화와 상관분석을 통해 지역 상권 활성화 요인을 탐구한다.",카드소비;상권분석;공공데이터;시각화
사회과학,경제/수학,환율 변동이 수입 물가에 미치는 영향,"최근 환율과 수입 물가지수를 수집하여 상관관계를 분석한다. 함수와 회귀분석을 활용하여 환율 변화가 소비자 가격에 미치는 영향을 탐구한다.",환율;물가지수;회귀분석;경제
사회과학,경제/정보,AI 뉴스 감성이 주가 변동과 관련이 있을까,"경제 뉴스를 감성 분석하여 긍정과 부정 점수를 계산하고 주가 변동과 비교한다. 자연어처리와 데이터 분석을 활용하여 뉴스와 시장의 관계를 탐구한다.",감성분석;주가;자연어처리;경제
사회과학,경제/사회문화,무인매장 확산이 소비 행동에 미치는 영향,"무인매장 이용 경험을 설문조사하고 이용 빈도와 만족도를 분석한다. 기술 발전이 소비 문화에 미치는 영향을 탐구한다.",무인매장;소비문화;설문;기술
사회과학,경제/정보,지역화폐 정책의 경제 효과 분석,"지역화폐 사용 데이터를 조사하여 지역 내 소비 증가 효과를 분석한다. 정책 시행 전후 데이터를 비교하여 경제적 효과를 탐구한다.",지역화폐;지역경제;공공데이터;정책
사회과학,통합사회/정보,공공데이터로 분석하는 범죄 취약 지역,"범죄 발생 데이터와 CCTV 및 가로등 위치를 GIS로 분석한다. 공간 분석을 통해 범죄 취약 지역의 특성을 탐구한다.",GIS;범죄분석;공공데이터;안전
사회과학,통합사회/환경,도시 녹지 면적과 여름철 평균기온의 관계,"위성영상과 기상자료를 활용하여 도시별 녹지율과 평균기온을 비교한다. 도시 열섬 완화 효과를 데이터 기반으로 탐구한다.",녹지;도시열섬;기상자료;위성
사회과학,통합사회/수학,인구 피라미드 변화의 수학적 분석,"국가별 인구 피라미드를 비교하여 고령화 속도를 분석한다. 증가율과 비율 계산을 활용하여 미래 인구 구조를 예측한다.",인구피라미드;고령화;통계;예측
사회과학,정치와법/정보,국회 회의록 텍스트 마이닝을 통한 정책 변화 분석,"국회 회의록을 형태소 분석하여 시기별 핵심 정책 키워드 변화를 분석한다. 자연어처리 기술이 정책 연구에 활용되는 방법을 탐구한다.",국회회의록;텍스트마이닝;정책;NLP
사회과학,정치와법/사회문화,SNS 정치 캠페인의 확산 구조 분석,"선거 기간 SNS 게시물의 공유 구조를 조사하여 정보 확산 과정을 분석한다. 네트워크 분석 개념을 활용하여 영향력을 탐구한다.",SNS;네트워크분석;정치;확산
사회과학,정치와법/수학,비례대표제와 다수대표제의 의석 배분 비교,"가상의 선거 데이터를 이용하여 선거제도별 의석 배분 결과를 계산한다. 선거제도가 대표성에 미치는 영향을 정량적으로 분석한다.",비례대표제;선거제도;의석배분;수학
사회과학,사회문화/정보,유튜브 알고리즘이 여론 형성에 미치는 영향,"추천 영상 구조를 조사하고 알고리즘이 정보 소비 패턴에 미치는 영향을 분석한다. 필터 버블과 확증 편향의 관계를 탐구한다.",추천알고리즘;필터버블;여론;유튜브
사회과학,사회문화/통계,청소년 운동 시간과 행복도의 상관관계,"학생들을 대상으로 운동 시간과 행복도를 조사하여 상관분석을 수행한다. 건강 행동과 삶의 만족도의 관계를 탐구한다.",운동;행복도;상관분석;설문
사회과학,사회문화/정보,온라인 커뮤니티 언어 변화 분석,"커뮤니티 게시글을 형태소 분석하여 신조어와 유행어의 생성 과정을 조사한다. 온라인 문화가 언어 변화에 미치는 영향을 탐구한다.",신조어;형태소분석;온라인문화;언어
사회과학,한국지리/정보,대중교통 데이터로 분석한 통학 접근성,"버스와 지하철 노선 데이터를 활용하여 학교 접근성을 분석한다. GIS를 이용해 지역별 교육 접근성 차이를 탐구한다.",GIS;통학;교통;교육
사회과학,한국지리/경제,신도시 개발이 주변 상권에 미치는 영향,"신도시 개발 전후의 인구와 상권 데이터를 비교한다. 도시 개발이 지역 경제에 미치는 영향을 탐구한다.",신도시;상권;도시개발;경제
사회과학,세계지리/환경,사막화 진행 지역의 위성영상 변화 분석,"위성사진을 활용하여 식생 변화를 비교하고 사막화 진행 정도를 분석한다. 원격탐사 기술의 활용 사례를 탐구한다.",사막화;위성영상;원격탐사;환경
사회과학,세계지리/경제,항만 물동량과 국가 경제 성장의 관계,"국가별 항만 물동량과 GDP 데이터를 비교하여 국제무역의 중요성을 분석한다. 물류 인프라와 경제 발전의 관계를 탐구한다.",항만;무역;GDP;물류
사회과학,한국사/사회문화,조선 시대 인구 변화와 사회 구조 분석,"조선 후기 인구 자료를 조사하여 사회 변화와의 관계를 분석한다. 인구 구조 변화가 경제와 생활에 미친 영향을 탐구한다.",조선;인구;사회구조;역사
사회과학,세계사/경제,대항해시대가 세계 경제 네트워크를 만든 과정,"무역 항로와 교역 품목을 조사하여 세계 경제 연결망의 형성 과정을 분석한다. 국제 교역 확대가 경제 구조에 미친 영향을 탐구한다.",대항해시대;무역;세계경제;역사
사회과학,생활과윤리/정보,얼굴 인식 AI의 개인정보 보호 문제 분석,"얼굴 인식 기술의 원리를 조사하고 개인정보 보호와 편의성의 균형을 분석한다. AI 윤리 원칙을 적용하여 해결 방안을 탐구한다.",얼굴인식;개인정보;AI윤리;보안
사회과학,윤리와사상/경제,기본소득 제도의 윤리적 타당성 분석,"기본소득 제도의 장단점을 다양한 윤리 사상과 경제학적 관점에서 비교한다. 사회 정의와 복지의 균형을 탐구한다.",기본소득;복지;윤리;경제
사회과학,경제/정보,배달 플랫폼 수수료 구조와 자영업 영향 분석,"배달 플랫폼의 수수료 체계를 조사하고 자영업자의 수익 구조 변화를 분석한다. 플랫폼 경제의 특징과 한계를 탐구한다.",플랫폼경제;배달앱;자영업;경제
사회과학,정치와법/정보,공공데이터 개방이 사회 문제 해결에 미치는 영향,"정부의 공공데이터 개방 사례를 조사하고 실제 활용 사례를 분석한다. 데이터 기반 행정이 사회에 미치는 효과를 탐구한다.",공공데이터;전자정부;데이터활용;행정
사회과학,통합사회/정보,재난 문자 발송 데이터를 활용한 위험 대응 체계 분석,"재난 문자 발송 사례를 유형별로 분류하고 발생 시점과 대응 속도를 비교한다. 정보 전달 체계가 재난 대응에 미치는 영향을 탐구한다.",재난문자;재난관리;공공데이터;안전
category,subject,topic,description,keywords
사회과학,경제/인공지능,머신러닝을 활용한 소비자물가지수 예측,"소비자물가지수와 국제유가 및 환율 데이터를 활용하여 간단한 머신러닝 회귀모델을 구축한다. 예측 결과를 기존 통계모형과 비교하여 데이터 기반 경제 예측의 가능성을 탐구한다.",머신러닝;물가지수;회귀분석;경제예측
사회과학,경제/정보,신용카드 소비 데이터로 분석한 경기 변동,"공공 소비 데이터를 이용하여 업종별 소비 패턴 변화를 분석한다. 경기 침체와 회복 시기의 소비 특성을 데이터 시각화로 탐구한다.",신용카드;소비데이터;경기변동;시각화
사회과학,경제/미적분,수요와 공급 곡선의 미분을 활용한 한계효용 분석,"수요함수와 공급함수를 설정하고 미분을 이용하여 변화율과 한계효용 개념을 분석한다. 경제학과 미적분의 연계 원리를 탐구한다.",미분;한계효용;수요공급;경제
사회과학,경제/정보,온라인 쇼핑 가격 추적 프로그램 제작과 가격 변동 분석,"파이썬을 이용하여 상품 가격을 자동 수집하고 시계열 데이터를 분석한다. 할인 주기와 가격 변동 패턴을 데이터 기반으로 탐구한다.",파이썬;웹크롤링;시계열;가격분석
사회과학,경제/통계,국가별 물가상승률과 기준금리의 상관관계 분석,"OECD 국가의 물가상승률과 기준금리 데이터를 비교하여 상관관계를 분석한다. 통화정책이 물가 안정에 미치는 영향을 탐구한다.",기준금리;물가상승률;통계;OECD
사회과학,정치와법/정보,국회 법안 데이터를 활용한 입법 활동 분석,"국회 공개 데이터를 활용하여 법안 발의와 통과 비율을 분석한다. 데이터 시각화를 통해 입법 활동의 특징을 탐구한다.",국회;법안;공공데이터;시각화
사회과학,정치와법/인공지능,생성형 AI는 법률 문서를 얼마나 정확하게 요약하는가,"법률 문서를 생성형 AI로 요약한 결과와 사람이 작성한 요약을 비교한다. 핵심 내용 유지율과 오류 유형을 분석하여 AI 활용 가능성을 탐구한다.",생성형AI;법률;요약;자연어처리
